timestamp,temperature,pressure,vibration,humidity,current,anomaly
2024-01-04 07:30:00,72.12,100.532,0.2924,49.8,4.845,0
2024-01-04 07:40:00,69.86,100.926,0.4091,51.8,4.747,0
2024-01-04 07:50:00,71.7,101.752,0.2822,57.4,4.701,0
2024-01-04 08:00:00,73.54,100.933,0.3185,59.2,4.524,0
2024-01-04 08:10:00,69.71,101.63,1.5425,53.8,4.744,0
2024-01-04 08:20:00,70.46,101.184,1.1898,50.5,5.036,0
2024-01-04 08:30:00,70.76,101.776,0.2169,62.0,4.624,0
2024-01-04 08:40:00,71.91,100.765,0.1298,50.3,4.653,0
2024-01-04 08:50:00,71.54,102.234,3.4803,49.7,5.21,0
2024-01-04 09:00:00,73.64,100.509,0.0528,44.9,4.76,0
2024-01-04 09:10:00,73.09,100.34,0.5074,57.6,4.92,0
2024-01-04 09:20:00,72.52,100.074,0.759,55.9,4.965,0
2024-01-04 09:30:00,90.07,102.199,4.7903,61.7,4.956,1
2024-01-04 09:40:00,72.34,101.292,1.3034,46.4,4.55,0
2024-01-04 09:50:00,70.8,100.6,0.263,57.8,4.769,0
2024-01-04 10:00:00,72.83,101.549,0.4768,52.3,4.506,0
2024-01-04 10:10:00,70.42,101.213,0.0753,55.2,5.225,0
2024-01-04 10:20:00,72.71,101.98,1.3912,45.4,4.484,0
2024-01-04 10:30:00,73.08,99.871,0.7577,57.9,4.57,0
2024-01-04 10:40:00,71.86,100.641,0.4409,55.1,4.558,0
2024-01-04 10:50:00,71.34,100.522,0.1617,51.8,4.463,0
2024-01-04 11:00:00,71.97,99.616,0.4848,54.6,4.963,0
2024-01-04 11:10:00,67.99,101.436,0.5532,48.9,5.144,0
2024-01-04 11:20:00,71.72,100.638,1.626,49.7,4.61,0
2024-01-04 11:30:00,71.16,101.244,0.0574,50.1,4.446,0
2024-01-04 11:40:00,71.16,102.216,0.2726,44.6,4.27,0
2024-01-04 11:50:00,71.99,100.588,0.1128,55.4,4.617,0
2024-01-04 12:00:00,70.97,100.547,0.1436,56.8,4.594,0
2024-01-04 12:10:00,69.61,100.871,1.2481,49.2,4.523,0
2024-01-04 12:20:00,70.72,101.392,0.0471,53.4,4.67,0
2024-01-04 12:30:00,70.89,100.46,0.714,50.9,4.692,0
2024-01-04 12:40:00,88.85,100.421,9.785,53.3,4.67,1
2024-01-04 12:50:00,70.82,101.434,0.0104,49.5,4.547,0
2024-01-04 13:00:00,71.77,101.027,0.1224,48.5,4.397,0
2024-01-04 13:10:00,69.12,99.573,0.1891,56.2,4.708,0
2024-01-04 13:20:00,70.53,100.065,0.0554,51.7,4.584,0
2024-01-04 13:30:00,71.77,101.701,0.0337,60.1,4.736,0
2024-01-04 13:40:00,50.03,101.041,9.0933,52.2,4.712,1
2024-01-04 13:50:00,70.22,100.343,0.0875,48.3,4.309,0
2024-01-04 14:00:00,69.19,100.698,0.5019,56.9,4.303,0
2024-01-04 14:10:00,69.34,100.808,0.4988,54.5,4.422,0
2024-01-04 14:20:00,68.58,101.241,0.5232,54.9,4.365,0
2024-01-04 14:30:00,69.35,99.985,1.2358,56.8,4.688,0
2024-01-04 14:40:00,71.65,100.295,0.0386,49.4,4.614,0
2024-01-04 14:50:00,67.8,100.964,0.3,51.5,4.748,0
2024-01-04 15:00:00,67.8,100.74,0.2668,51.3,4.621,0
2024-01-04 15:10:00,85.52,101.143,5.3218,46.8,4.588,1
2024-01-04 15:20:00,71.03,100.062,0.103,50.9,4.768,0
2024-01-04 15:30:00,68.28,101.014,0.6136,57.3,4.638,0
2024-01-04 15:40:00,68.68,101.455,0.0893,52.9,4.569,0
2024-01-04 15:50:00,68.1,101.092,0.0392,46.6,4.826,0
2024-01-04 16:00:00,67.33,100.883,0.4265,45.8,4.584,0
2024-01-04 16:10:00,68.05,100.742,0.4187,58.7,4.513,0
2024-01-04 16:20:00,71.16,100.299,1.4262,51.6,4.423,0
2024-01-04 16:30:00,69.75,100.757,0.0492,49.4,4.706,0
2024-01-04 16:40:00,66.93,101.556,0.1948,50.9,4.808,0
2024-01-04 16:50:00,68.61,100.729,1.0759,46.1,4.584,0
2024-01-04 17:00:00,48.71,100.266,5.444,57.7,4.836,1
2024-01-04 17:10:00,65.45,100.505,0.6448,50.4,4.254,0
2024-01-04 17:20:00,68.68,100.921,0.0494,57.5,4.607,0
2024-01-04 17:30:00,68.72,100.576,0.0095,52.2,4.619,0
2024-01-04 17:40:00,68.46,101.091,0.2951,57.7,4.505,0
2024-01-04 17:50:00,66.52,101.114,0.1633,53.0,5.075,0
2024-01-04 18:00:00,66.76,101.333,0.4904,55.4,4.645,0
2024-01-04 18:10:00,67.74,101.654,0.7319,54.9,4.594,0
2024-01-04 18:20:00,67.19,101.398,1.118,54.5,4.684,0
2024-01-04 18:30:00,66.13,100.239,1.1542,53.4,4.33,0
2024-01-04 18:40:00,64.54,100.258,0.5416,51.1,4.566,0
2024-01-04 18:50:00,66.5,100.755,0.0413,59.7,4.892,0
2024-01-04 19:00:00,67.55,100.529,0.1711,48.4,4.614,0
2024-01-04 19:10:00,64.7,100.117,0.3542,52.0,4.591,0
2024-01-04 19:20:00,66.8,100.535,1.2615,52.1,4.989,0
2024-01-04 19:30:00,66.32,100.515,0.007,53.6,5.007,0
2024-01-04 19:40:00,66.72,100.397,0.7101,50.3,4.872,0
2024-01-04 19:50:00,66.76,100.611,0.1409,53.3,4.71,0
2024-01-04 20:00:00,64.77,101.507,0.0703,51.3,4.762,0
2024-01-04 20:10:00,45.57,100.92,7.1331,45.7,4.674,1
2024-01-04 20:20:00,64.77,102.283,0.2365,52.0,4.652,0
2024-01-04 20:30:00,66.38,100.902,1.1077,47.6,4.656,0
2024-01-04 20:40:00,64.57,100.626,0.5467,45.1,4.746,0
2024-01-04 20:50:00,64.3,100.802,0.835,52.5,4.684,0
2024-01-04 21:00:00,62.86,100.954,0.4223,54.0,4.601,0
2024-01-04 21:10:00,67.07,101.061,0.3118,54.1,4.934,0
2024-01-04 21:20:00,65.87,102.046,2.3953,54.3,4.949,0
2024-01-04 21:30:00,65.73,100.293,0.824,44.3,5.225,0
2024-01-04 21:40:00,65.89,101.315,1.0278,46.6,4.81,0
2024-01-04 21:50:00,83.35,100.925,5.4458,59.9,4.994,1
2024-01-04 22:00:00,64.3,99.857,0.025,47.8,5.008,0
2024-01-04 22:10:00,82.33,101.262,7.9331,54.4,4.916,1
2024-01-04 22:20:00,63.95,101.561,1.0492,49.3,5.106,0
2024-01-04 22:30:00,85.57,100.286,5.6583,52.3,5.12,1
2024-01-04 22:40:00,65.02,100.795,0.0031,49.5,5.049,0
2024-01-04 22:50:00,63.75,99.765,0.6224,54.2,4.952,0
2024-01-04 23:00:00,64.82,100.045,0.7245,52.5,4.941,0
2024-01-04 23:10:00,63.0,101.429,1.9481,50.2,4.767,0
2024-01-04 23:20:00,65.98,100.52,0.0022,47.8,4.874,0
2024-01-04 23:30:00,63.35,100.135,0.0442,53.1,4.914,0
2024-01-04 23:40:00,64.71,100.938,0.8671,47.1,4.829,0
2024-01-04 23:50:00,65.36,100.487,0.5189,53.7,5.115,0
2024-01-05 00:00:00,64.52,100.518,0.2198,62.5,5.255,0
2024-01-05 00:10:00,82.15,101.244,4.7298,57.4,4.88,1
2024-01-05 00:20:00,64.04,100.103,0.3582,54.9,5.097,0
2024-01-05 00:30:00,63.94,100.257,1.1245,51.7,4.862,0
2024-01-05 00:40:00,63.31,100.892,0.8855,44.2,4.994,0
2024-01-05 00:50:00,63.46,101.382,0.3067,46.7,4.926,0
2024-01-05 01:00:00,65.78,101.543,0.2706,57.1,5.158,0
2024-01-05 01:10:00,81.87,100.401,6.2483,48.8,4.927,1
2024-01-05 01:20:00,63.07,101.362,0.394,49.2,5.23,0
2024-01-05 01:30:00,63.4,100.33,0.71,51.3,5.002,0
2024-01-05 01:40:00,65.36,101.896,0.6168,47.8,4.926,0
2024-01-05 01:50:00,64.87,100.12,1.0019,47.1,4.814,0
2024-01-05 02:00:00,64.76,101.597,0.4164,51.8,5.081,0
2024-01-05 02:10:00,63.8,100.406,0.4808,48.4,5.192,0
2024-01-05 02:20:00,64.83,102.008,0.2847,49.0,5.075,0
2024-01-05 02:30:00,63.41,101.155,0.9858,48.9,5.422,0
2024-01-05 02:40:00,63.91,100.19,2.0684,54.1,5.27,0
2024-01-05 02:50:00,65.42,100.487,0.2298,51.1,4.95,0
2024-01-05 03:00:00,65.36,101.269,0.5625,51.3,4.941,0
2024-01-05 03:10:00,63.18,101.432,0.1039,54.4,5.074,0
2024-01-05 03:20:00,63.38,100.758,0.4079,51.4,4.83,0
2024-01-05 03:30:00,64.6,100.827,0.6451,50.9,5.182,0
2024-01-05 03:40:00,66.6,101.255,0.1604,53.9,5.027,0
2024-01-05 03:50:00,62.29,100.879,0.2881,54.7,4.998,0
2024-01-05 04:00:00,65.0,100.024,1.5,51.4,5.065,0
2024-01-05 04:10:00,63.08,100.312,0.0018,52.3,5.24,0
2024-01-05 04:20:00,64.05,100.941,1.0114,48.9,4.949,0
2024-01-05 04:30:00,64.45,101.529,1.6147,48.6,4.886,0
2024-01-05 04:40:00,64.46,101.77,0.5054,55.1,5.166,0
2024-01-05 04:50:00,64.41,101.268,0.4841,53.8,5.057,0
2024-01-05 05:00:00,65.14,100.972,0.2472,53.8,4.812,0
2024-01-05 05:10:00,64.58,101.249,0.9636,53.1,4.858,0
2024-01-05 05:20:00,63.56,100.4,0.49,52.2,4.88,0
2024-01-05 05:30:00,66.35,100.708,0.398,54.8,4.897,0
2024-01-05 05:40:00,66.41,100.306,0.3112,55.7,4.574,0
2024-01-05 05:50:00,84.62,100.051,8.7989,55.6,4.528,1
2024-01-05 06:00:00,63.86,101.0,0.0009,51.6,4.632,0
2024-01-05 06:10:00,66.17,100.911,0.1796,57.5,4.605,0
2024-01-05 06:20:00,66.73,101.213,0.3554,52.9,4.65,0
2024-01-05 06:30:00,64.79,101.128,0.392,54.5,4.867,0
2024-01-05 06:40:00,66.15,100.946,0.2846,53.1,4.71,0
2024-01-05 06:50:00,66.11,101.134,1.0041,53.0,4.763,0
2024-01-05 07:00:00,68.58,100.774,0.5277,49.1,4.495,0
2024-01-05 07:10:00,68.79,101.048,0.428,54.8,4.62,0
2024-01-05 07:20:00,64.6,100.364,1.5236,63.4,4.797,0
2024-01-05 07:30:00,69.71,101.022,0.9216,50.5,4.786,0
2024-01-05 07:40:00,65.74,101.201,1.0888,52.3,4.537,0
2024-01-05 07:50:00,68.14,100.398,0.852,50.2,4.686,0
2024-01-05 08:00:00,68.25,100.831,0.5635,50.0,5.042,0
2024-01-05 08:10:00,66.01,100.426,0.6972,58.2,4.633,0
2024-01-05 08:20:00,67.92,100.484,0.2071,49.3,4.502,0
2024-01-05 08:30:00,67.33,100.125,0.0844,50.1,4.586,0
2024-01-05 08:40:00,68.25,101.559,0.6034,45.7,4.625,0
2024-01-05 08:50:00,67.98,101.439,0.0473,49.0,4.573,0
2024-01-05 09:00:00,69.27,101.122,0.4718,45.2,4.587,0
2024-01-05 09:10:00,68.05,101.983,0.0258,54.5,4.326,0
2024-01-05 09:20:00,67.88,100.686,0.4841,63.2,4.406,0
2024-01-05 09:30:00,69.53,102.619,0.0739,50.5,4.547,0
2024-01-05 09:40:00,69.03,100.663,0.2585,45.3,4.538,0
2024-01-05 09:50:00,69.34,100.953,0.1439,55.6,4.462,0
2024-01-05 10:00:00,67.79,100.561,0.2995,49.1,4.528,0
2024-01-05 10:10:00,67.46,101.023,0.2289,57.2,4.567,0
2024-01-05 10:20:00,86.15,101.301,8.6043,50.9,4.714,1
2024-01-05 10:30:00,68.21,100.732,0.0509,49.5,4.534,0
2024-01-05 10:40:00,70.02,101.866,0.0268,51.3,4.622,0
2024-01-05 10:50:00,70.37,100.943,0.3324,55.0,4.453,0
2024-01-05 11:00:00,69.13,100.962,0.0386,51.1,4.653,0
2024-01-05 11:10:00,71.16,100.255,0.1851,50.0,4.619,0
2024-01-05 11:20:00,71.2,101.051,0.173,51.2,4.708,0
2024-01-05 11:30:00,69.96,100.72,0.1988,46.9,4.683,0
2024-01-05 11:40:00,68.8,100.435,0.3691,53.6,4.664,0
2024-01-05 11:50:00,71.79,100.334,0.1214,44.9,4.543,0
2024-01-05 12:00:00,69.93,102.403,0.2181,50.2,4.609,0
2024-01-05 12:10:00,70.27,100.642,2.129,55.0,4.762,0
2024-01-05 12:20:00,69.81,99.926,0.8291,53.2,4.458,0
2024-01-05 12:30:00,69.26,100.381,1.1544,54.4,4.469,0
2024-01-05 12:40:00,68.66,100.769,0.2483,51.7,4.621,0
2024-01-05 12:50:00,71.28,101.128,0.1283,56.7,4.671,0
2024-01-05 13:00:00,69.68,101.133,0.323,55.7,4.455,0
2024-01-05 13:10:00,74.39,101.206,0.2075,53.8,4.599,0
2024-01-05 13:20:00,69.5,100.413,0.901,55.7,4.604,0
2024-01-05 13:30:00,69.39,101.004,0.991,55.0,4.232,0
2024-01-05 13:40:00,71.59,100.274,0.4357,50.2,4.601,0
2024-01-05 13:50:00,72.9,100.428,0.3061,46.6,4.622,0
2024-01-05 14:00:00,71.22,100.249,0.2434,53.7,4.632,0
2024-01-05 14:10:00,71.91,100.087,0.3645,54.2,4.927,0
2024-01-05 14:20:00,69.08,101.439,0.0768,56.4,4.465,0
2024-01-05 14:30:00,70.55,101.213,1.0779,48.3,4.547,0
2024-01-05 14:40:00,70.14,101.386,0.1643,48.4,4.237,0
2024-01-05 14:50:00,87.22,100.824,8.1895,53.8,4.633,1
2024-01-05 15:00:00,71.69,101.266,1.5364,51.7,4.661,0
2024-01-05 15:10:00,68.92,99.743,1.1698,44.5,4.653,0
2024-01-05 15:20:00,70.07,101.318,0.6103,53.5,4.958,0
2024-01-05 15:30:00,71.06,100.906,0.0975,44.6,4.926,0
2024-01-05 15:40:00,88.76,101.176,6.8554,48.2,4.798,1
2024-01-05 15:50:00,72.27,101.028,0.4614,57.4,4.731,0
2024-01-05 16:00:00,72.2,100.208,0.0824,59.3,4.995,0
2024-01-05 16:10:00,72.94,99.901,0.0631,47.1,4.82,0
2024-01-05 16:20:00,72.8,100.373,0.0881,50.7,4.689,0
2024-01-05 16:30:00,73.29,101.139,0.3742,52.2,4.541,0
2024-01-05 16:40:00,71.94,101.214,0.0651,59.1,4.783,0
2024-01-05 16:50:00,72.33,99.979,0.0978,50.0,5.011,0
2024-01-05 17:00:00,72.59,100.211,0.2256,50.1,5.297,0
2024-01-05 17:10:00,72.16,100.366,0.301,58.2,4.911,0
2024-01-05 17:20:00,71.52,100.586,0.5293,50.5,4.774,0
2024-01-05 17:30:00,53.6,99.983,4.744,54.9,4.71,1
2024-01-05 17:40:00,71.02,99.947,1.289,46.1,5.034,0
2024-01-05 17:50:00,72.5,100.307,0.1535,51.3,4.628,0
2024-01-05 18:00:00,71.87,100.852,0.5901,45.4,5.055,0
2024-01-05 18:10:00,71.18,100.092,0.0152,47.8,5.113,0
2024-01-05 18:20:00,71.16,100.731,0.2866,55.4,5.054,0
2024-01-05 18:30:00,70.48,101.435,0.158,51.8,4.945,0
2024-01-05 18:40:00,73.08,100.019,0.7185,50.7,5.095,0
2024-01-05 18:50:00,71.97,100.676,1.0192,49.0,5.032,0
2024-01-05 19:00:00,70.81,101.415,0.4929,51.1,4.869,0
2024-01-05 19:10:00,72.78,100.549,2.501,53.2,5.349,0
2024-01-05 19:20:00,71.1,100.456,0.0541,55.9,4.959,0
2024-01-05 19:30:00,70.04,101.498,0.4279,41.5,5.167,0
2024-01-05 19:40:00,72.9,100.616,0.2212,48.7,4.597,0
2024-01-05 19:50:00,70.98,101.463,0.3879,52.6,5.267,0
2024-01-05 20:00:00,71.08,101.057,0.1114,51.6,5.305,0
2024-01-05 20:10:00,71.56,100.594,0.6857,53.6,5.05,0
2024-01-05 20:20:00,72.82,101.088,0.6429,53.1,5.147,0
2024-01-05 20:30:00,71.41,100.992,0.2024,50.8,5.149,0
2024-01-05 20:40:00,69.88,101.413,0.0966,49.9,4.934,0
2024-01-05 20:50:00,71.9,100.471,0.3433,51.0,5.148,0
2024-01-05 21:00:00,70.59,100.825,0.4112,56.6,4.904,0
2024-01-05 21:10:00,73.36,100.763,0.4196,49.1,4.939,0
2024-01-05 21:20:00,71.01,101.222,0.3938,51.7,5.25,0
2024-01-05 21:30:00,68.24,100.185,0.0858,52.7,5.22,0
2024-01-05 21:40:00,71.26,101.41,0.4087,58.2,4.915,0
2024-01-05 21:50:00,55.08,101.08,8.7581,50.8,4.906,1
2024-01-05 22:00:00,72.54,100.01,0.993,55.8,4.918,0
2024-01-05 22:10:00,72.75,101.525,0.0005,56.9,5.161,0
2024-01-05 22:20:00,69.23,102.14,0.0564,51.7,4.843,0
2024-01-05 22:30:00,71.45,101.401,0.2656,51.2,5.081,0
2024-01-05 22:40:00,69.39,101.656,0.4011,50.7,5.145,0
2024-01-05 22:50:00,70.42,100.851,0.3307,51.0,4.987,0
2024-01-05 23:00:00,68.51,99.803,0.5549,55.4,5.177,0
2024-01-05 23:10:00,69.16,99.694,0.1289,52.9,4.931,0
2024-01-05 23:20:00,69.01,100.953,0.2211,52.9,4.939,0
2024-01-05 23:30:00,70.79,100.445,0.2619,47.5,4.792,0
2024-01-05 23:40:00,70.55,100.251,0.5324,48.1,5.141,0
2024-01-05 23:50:00,69.81,100.762,1.1278,60.6,4.809,0
2024-01-06 00:00:00,49.74,101.169,4.7033,51.3,5.0,1
2024-01-06 00:10:00,68.87,99.928,0.0221,48.9,4.913,0
2024-01-06 00:20:00,68.22,100.531,0.2483,57.7,4.724,0
2024-01-06 00:30:00,70.04,101.706,0.3609,53.1,4.792,0
2024-01-06 00:40:00,70.29,100.155,0.0532,54.3,5.139,0
2024-01-06 00:50:00,70.02,101.322,0.0957,51.4,4.914,0
2024-01-06 01:00:00,67.72,100.509,0.3731,50.7,4.683,0
2024-01-06 01:10:00,65.22,101.127,0.2629,51.3,4.907,0
2024-01-06 01:20:00,66.26,101.458,0.8154,46.5,4.813,0
2024-01-06 01:30:00,69.96,101.245,0.6894,51.6,5.448,0
2024-01-06 01:40:00,67.64,101.345,0.9906,53.2,4.864,0
2024-01-06 01:50:00,67.1,100.109,0.0707,59.4,4.731,0
